"indice","convocatoria","colectiva_nombre","colectiva_url","pais","ciudad","actividad_fecha","actividad_hora","actividad_localizacion","actividad_localizacion_latitude","actividad_localizacion_longitude","actividad_localizacion_altitude","actividad_localizacion_precision","actividad_direccion","actividad_url_imagen","actividad_url_convocatoria"
"63","2024","Comision 8M del movimiento feminista de Madrid","https://hacialahuelgafeminista.org/manifestacion-8m2024-atocha-colon/","ES","Madrid","2024-03-02","18:00:00","40.435573 -3.686922 0 0","40.435573","-3.686922","0.0","0.0","MADRID","{{https://www.instagram.com/p/C3TLOoUqHo4/?hl=es-es%2FJPG}}","https://www.instagram.com/p/C3TLOoUqHo4/?hl=es-es"
"64","2024","BICICLETADA TRANSFEMINISTA","","ES","Madrid","2024-03-08","17:00:00","40.4021 -3.69595 0 0","40.4021","-3.69595","0.0","0.0","Jardines de Palestina, C/ Canarias esquina C/ Batalla del Salado. Madrid","{{https://pbs.twimg.com/media/GHWAIi_XwAAyrbf?format=jpg&name=medium}}","https://www.facebook.com/photo/?fbid=794721762684546&set=a.458402086316517"
"65","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-02-24","11:00:00","19.430873 -99.150922 0 0","19.430873","-99.150922","0.0","0.0","No es actividad pública","{{https://commons.wikimedia.org/wiki/File:Poster_Editatona_Nosotras_en_la_Ciencia.png}}",""
"66","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-03-02","11:00:00","20.7203 -103.389796 0 0","20.7203","-103.389796","0.0","0.0","Museo de Arte de Zapopan, Jalisco: Prol. 20 De Noviembre 166, centro historico, 45100 Zapopan, Jal.","{{https://twitter.com/editatona/status/1762609503307022753/photo/1}}",""
"67","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-03-07","11:00:00","21.913483 -102.317055 0 0","21.913483","-102.317055","0.0","0.0","enemérita Universidad Autónoma de Aguascalientes: Av. Universidad 940, Ciudad Universitaria, Universidad Autónoma de Aguascalientes","{{https://twitter.com/Wikimedia_mx/status/1762705543876018523}}",""
"68","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-03-07","15:00:00","20.612927 -100.405944 0 0","20.612927","-100.405944","0.0","0.0","No es actividad pública","{{https://twitter.com/editatona/status/1762704500966486198}}",""
"69","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-03-09","11:00:00","19.314758 -99.185382 0 0","19.314758","-99.185382","0.0","0.0","Museo Universitario Arte Contemporáneo: Av. Insurgentes Sur 3000, C.U., Coyoacán y Universidad Autónoma Metropolitana unidad Azcapotzalco: Av. San Pablo 420 Col. Nueva El Rosario Alcaldía Azcapotzalco","{{https://commons.wikimedia.org/wiki/Category:Carteles_Editatona_2024#/media/File:Cartel_Editatona_Mujeres_Artistas_Mexicanas_2024.png}}",""
"70","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-03-15","11:00:00","24.131884 -110.325376 0 0","24.131884","-110.325376","0.0","0.0","Secretaria del Bienestar de la Paz, Baja California: Blvd. Gral. Agustín Olachea, Privada las Garzas, 23075 La Paz, B.C.S.","{{https://commons.wikimedia.org/wiki/File:Cartel_Editatona_Mujeres_destacadas_en_la_historia_sudcaliforniana.png}}",""
"71","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-03-23","11:00:00","22.11747 -100.998898 0 0","22.11747","-100.998898","0.0","0.0","Museo Laberinto de las Ciencias y las Artes: Blvd. Antonio Rocha Cordero S/N, Tierra Blanca","{{https://commons.wikimedia.org/wiki/File:Cartel_Editatona_de_Mujeres_Potosinas.jpg}}",""
"72","2024","Wikimedia México","https://twitter.com/editatona","MX","Ciudad de México","2024-04-04","11:00:00","19.519931 -96.918889 0 0","19.519931","-96.918889","0.0","0.0","Universidad Veracruzana: Paseo #112, Sección 2A. 2do. Piso, Col. Nuevo Xalapa, Xalapa, Mexico","{{https://commons.wikimedia.org/wiki/File:Cartel_Actividades_Marzo_Extendido_2024.png}}",""
"73","2024","Women+ in Geospatial","https://womeningeospatial.org/","GB","Tonedale","2024-03-07","09:00:00","40.713167 -74.005781 0 0","40.713167","-74.005781","0.0","0.0","Remote activity https://us02web.zoom.us/meeting/register/tZYqc--rrj0jHtbtfoclRyYF9cfbDt0IXbNF#/registration","{{https://i0.wp.com/womeningeospatial.org/wp-content/uploads/2023/03/iwd_small.png?resize=278%2C344&ssl=1}}","https://www.linkedin.com/posts/women-in-geospatial_geospatial-iwd2024-socialimpact-activity-7167914241449013248-gJhr/"
"74","2024","Red Feminista de Gran Canaria","","ES","Las Palmas de Gran Canaria","2024-03-08","19:00:00","28.1087 -15.416686 0 0","28.1087","-15.416686","0.0","0.0","Parque San Telmo. Las Palmas de Gran Canaria","{{https://www.arucas.org/documentos/TransporteManifest8M2024.jpg}}","https://www.facebook.com/photo?fbid=797964035709687&set=a.469763288529765"
"75","2024","CGT Barcelona","https://www.cgtbarcelona.org/","ES","Barcelona","2024-03-08","17:30:00","41.396172 2.159575 0 0","41.396172","2.159575","0.0","0.0","Palau Robert, Barcelona","{{https://www.federacionanarquista.net/wp-content/uploads/2024/02/Cartell-mani-8M-CGT-Barcelona-724x1024.png}}","https://www.cgtbarcelona.org/noticia/8m-2024-queremos-escribir-de-nuevo-la-palabra-mujer/"
"76","2024","Grève Feministe","grevefeministe.fr","FR","Paris","2024-02-08","00:00:00","48.864907 2.398489 0 0","48.864907","2.398489","0.0","0.0","Place Gambetta 75020, Paris","{{https://www.grevefeministe.fr/wp-content/uploads/2024/01/splash.webp}}","https://www.grevefeministe.fr/8-mars-2024/"
"77","2024","International Women in Power - Feminist Revolution in Iran","https://www.internationalwomenpower.com/","DE","Hamburg","2024-03-08","15:00:00","53.55521 9.988475 0 0","53.55521","9.988475","0.0","0.0","Gänsemarkt 20354 Hamburg","{{https://image.jimcdn.com/app/cms/image/transf/dimension=640x10000:format=jpg/path/s79301e5a421f0f77/image/i1004be13f0cfc7a1/version/1706695154/image.jpg}}","https://www.internationalwomenpower.com/"
"78","2024","https://igualandorealidades.wordpress.com/","https://igualandorealidades.wordpress.com/","ES","Castrillón","2024-02-04","17:00:00","43.561983 -5.977139 0 0","43.561983","-5.977139","0.0","0.0","Casa de Encuentro. C. Rey Pelayo, 20, 33459 Piedras Blancas, Asturias","{{https://igualandorealidades.files.wordpress.com/2024/02/taller-04-programa-marzo-2024-post-cuadrado.png}}","https://igualandorealidades.wordpress.com/2024/02/27/arranca-marzo-2024-lunes-04-por-la-tarde-taller-de-bolsas-de-tela-8m-corto-merienda-compartida/"
"79","2024","8M Madrid - Cadena Feminista por Palestina","https://hacialahuelgafeminista.org/","ES","Madrid","2024-03-02","17:30:00","40.43456 -3.688081 0 0","40.43456","-3.688081","0.0","0.0","P.º de la Castellana, 46, 28046 Madrid","{{https://hacialahuelgafeminista.org/wp-content/uploads/2024/02/427984038_730995269157319_6967894830608882777_n.jpg}}","https://hacialahuelgafeminista.org/cadena-feminista-por-palestina/"
"80","2024","Ajuntament L'Hospitalet de Llobregat","https://www.l-h.cat/webs/pmdcaid/inici_2.aspx","ES","L'Hospitalet de Llobregat","2024-03-08","00:00:00","41.359417 2.099708 0 0","41.359417","2.099708","0.0","0.0","L'Hospitalet de Llobregat","{{https://www.l-h.cat/gdocs/d2576520P.jpg}}","https://lh-on.cat/documents/dia-de-la-dona-2024.pdf"
"81","2024","Sciopero Transfemminista","https://nudmtrieste.noblogs.org/","IT","Trieste","2024-03-08","17:00:00","45.647175 13.764841 0 0","45.647175","13.764841","0.0","0.0","Piazza Hortis","{{https://nudmtrieste.noblogs.org/files/2024/02/1-1.png}}","https://nudmtrieste.noblogs.org/post/2024/02/23/l8-marzo-scendiamo-in-piazza/"
"82","2024","#8M Limas","","PE","Lima","2024-03-08","16:00:00","-12.09349 -77.028472 0 0","-12.09349","-77.028472","0.0","0.0","Parque Combate de Abtao, San Isidro","{{https://www.instagram.com/p/C3tkEcKLoy7/}}","https://www.instagram.com/p/C3tkEcKLoy7/"
"83","2024","Juntas!","https://www.instagram.com/juntascampinas/","BR","Campinas - SP","2024-03-08","17:00:00","-22.904114 -47.059649 0 0","-22.904114","-47.059649","0.0","0.0","Largo do Rosário, Campinas-SP","{{https://drive.google.com/file/d/1TwEwcaQAl26kHWNoaOPtuGnf7EVAIMVq/view?usp=drive_link}}","https://www.instagram.com/p/C3prtnvsfaF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA=="
"84","2024","Michu Feminista","https://www.instagram.com/michufeminista/","PE","Lima","2024-03-08","16:00:00","-12.046325 -77.04274 2 0","-12.046325","-77.04274","2.0","0.0","Plaza 2 de mayo - Cercado de Lima-Lima-Perú","{{https://drive.google.com/file/d/1UbHmBGegmR5iB7ZHwkC--mLMz3ro8HEi/view?usp=sharing}}","https://www.facebook.com/photo?fbid=728427672716275&set=a.590388239853553"
"85","2024","Concejalía de la Mujer del Excmo. Ayto. de Cáceres","https://www.ayto-caceres.es/noticias/abiertas-las-inscripciones-para-participar-en-la-iii-ruta-senderista-y-carrera-8k-8-motivos-por-la-igualdad-del-ayuntamiento-de-caceres/","ES","Cáceres","2024-03-10","09:30:00","39.461369 -6.365568 0 0","39.461369","-6.365568","0.0","0.0","Calle de la Juventud, 2, 10002 Cáceres","{{https://www.ayto-caceres.es/wp-content/uploads/2024/02/RUTA-SENDERISTA-8-DE-MARZO-2024-Ok-733x1030.jpg}}","[[https://www.ayto-caceres.es/noticias/abiertas-las-inscripciones-para-participar-en-la-iii-ruta-senderista-y-carrera-8k-8-motivos-por-la-igualdad-del-ayuntamiento-de-caceres/]]"
"86","2024","Kulli musqu","https://www.facebook.com/kullimusqu","PE","Huánuco","2024-03-09","18:00:00","-9.924168 -76.236973 0 0","-9.924168","-76.236973","0.0","0.0","Av. Alameda de la República 259","{{https://drive.google.com/file/d/1IegOf8qFVSuFNjmDmJ60OFdJaS2FShYo/view?usp=sharing}}","https://www.instagram.com/p/C35oE4aRRoh/"
"87","2024","MundoSur","mundosur.org","AR","Buenos Aires","2024-03-06","13:00:00","-34.463777 -58.72705 41.80000305175781 6.959000110626221","-34.463777","-58.72705","41.80000305175781","6.959000110626221","Actividad Remota","{{https://www.linkedin.com/posts/mundosur_necesitamos-estados-comprometidos-con-la-activity-7169029259477417986-PEw7?utm_source=share&utm_medium=member_android}}","https://docs.google.com/forms/d/1CyHtRIkixamw0Ed0_cfwsUS_z5iGbtb656v6bQwkwSE/edit?vc=0&c=0&w=1&flr=0"
"88","2024","Frente Cultural Norpatagonia","https://www.instagram.com/larevueltacolectivafeminista/","AR","Neuquén","2024-03-01","20:30:00","-38.951934 -68.059053 0 0","-38.951934","-68.059053","0.0","0.0","Proyección de la película PUAN","{{https://i.imgur.com/tp8rUUc.png}}","https://www.instagram.com/p/C37naqLOCP1/"
"89","2024","Espacio Sororo (Estudiantes de LAILAC)","","US","New York","2024-03-08","04:00:00","40.748354 -73.983624 0 0","40.748354","-73.983624","0.0","0.0","365 Fifth Avenue New York, NY 10016","{{https://drive.google.com/file/d/1N_Z8aDG25VMfUqrmay90Ssbp8K9oww0W/view?usp=sharing}}",""
"90","2024","Varias colectivas feministas- Mujeres de Frente","","EC","Quito","2024-03-08","16:30:00","-0.2085444 -78.5006769 0 0","-0.2085444","-78.5006769","0.0","0.0","Caja del Seguro, Av. 10 de Agosto, Quito","{{https://www.instagram.com/mujeresdefrente/p/C2BK-TDrBI1/}}",""
"91","2024","Articulación Feminista del Paraguay","https://www.instagram.com/paromujerespy/","PY","Asunción","2024-03-08","17:00:00","-25.284899 -57.630023 0 0","-25.284899","-57.630023","0.0","0.0","25 de Mayo y Eligio Ayala","{{https://www.facebook.com/photo?fbid=817921127028852&set=a.565049325649368}}","https://www.instagram.com/p/C4BEd-OrVKT/"
"92","2024","Feministisches* Bloco Descolonial","https://www.instagram.com/femblocodescolonial?igsh=N3B2aDRzdWNmZ21t","AT","Viena","2024-03-08","17:00:00","48 16 190 10","48.0","16.0","190.0","10.0","https://maps.app.goo.gl/uqjLxdfScpfrzdHH6","{{https://www.facebook.com/100082223161408/posts/417114904217490/?substory_index=417114904217490&mibextid=rS40aB7S9Ucbxw6v}}","https://www.instagram.com/p/C3cp0OiMs4s/?igsh=MXB3ZG1mdzZxd3ozOQ=="
"93","2024","8M Zaragoza","https://twitter.com/8_mzgz","ES","Zaragoza","2024-03-08","19:00:00","41.647473 -0.886344 0 0","41.647473","-0.886344","0.0","0.0","Paraninfo de la Universidad de Zaragoza","{{https://i.imgur.com/KVDPSmN.jpg}}","https://twitter.com/8_mzgz/status/1763538421748838755"
"94","2024","Movimiento Feminista de Sevilla","https://www.facebook.com/plataforma8demarzo","ES","Sevilla","2024-03-08","20:00:00","38.025473 -3.987092 0 0","38.025473","-3.987092","0.0","0.0","Plaza Nueva, Sevilla","{{https://i.imgur.com/xMa04ln.jpg}}","https://www.facebook.com/plataforma8demarzo"
"95","2024","Non Una Di Meno - Roma","https://nonunadimeno.wordpress.com/","IT","Roma","2024-03-08","10:00:00","41.88543 12.484417 0 0","41.88543","12.484417","0.0","0.0","Piazzale Ugo La Malfa, Roma","{{https://www.womenews.net/wp-content/uploads/2024/03/NUDM-sciopero-8-marzo.jpg}}","https://www.facebook.com/events/3781395768772480?ref=newsfeed"
"96","2024","Coordinadora de Organizaciones Feministas de Teruel","https://organizacionesfeministasteruel.blogspot.com/","ES","Teruel","2024-03-08","19:30:00","40.339888 -1.107065 0 0","40.339888","-1.107065","0.0","0.0","Plaza del Torico, Teruel","{{https://i.imgur.com/OIPfAST.jpg}}","https://www.facebook.com/photo/?fbid=738270855072911&set=a.431325355767464"
"97","2024","Femme Força Vinaròs","https://www.instagram.com/femmeforza/","ES","Vinaròs","2024-03-08","19:00:00","40.470828 0.474973 0 0","40.470828","0.474973","0.0","0.0","Plaza del Ayuntamiento, Vinaròs, València","{{https://i.imgur.com/PRoeGS6.jpg}}","https://www.instagram.com/p/C4Ds1DGoSj-/"
"98","2024","M8 Asanblada Feminista Bidasoa","https://www.facebook.com/profile.php?id=100077040715297","ES","Irún","2024-03-08","20:00:00","43.339111 -1.788942 0 0","43.339111","-1.788942","0.0","0.0","Plaza San Juan, Irún","{{https://i.imgur.com/6OyKtCh.jpg}}","https://www.facebook.com/profile.php?id=100077040715297"
"99","2024","Assemblea 8M Elx","https://www.facebook.com/profile.php?id=100068882003217","ES","Elx","2024-03-08","19:30:00","38.266744 -0.712656 0 0","38.266744","-0.712656","0.0","0.0","Jardí de Lucrecia Pérez, Elx","{{https://i.imgur.com/R9oLn7d.jpg}}","https://www.facebook.com/profile.php?id=100068882003217"
"100","2024","Assemblea Feminista València","https://www.facebook.com/assembleafeministavalencia","ES","València","2024-03-08","17:30:00","39.456259 -0.370225 0 0","39.456259","-0.370225","0.0","0.0","C/ dels Sapadors, 48, Quatre Carreres, 46006 València, Valencia","{{https://i.imgur.com/kxPr4BO.jpg}}","https://twitter.com/AssembleaVlc"
"101","2024","Coordinadora de colectivos feministas de Almería","Coordinadora de colectivos feministas de Almería","ES","Almería","2024-03-08","20:00:00","36.843792 -2.457813 0 0","36.843792","-2.457813","0.0","0.0","Anfiteatro de la Rambla, Almería","{{https://i.imgur.com/y02nf5U.jpg}}","https://www.facebook.com/AsambleaFem8M/posts/pfbid02eaiHK5g4oSXaGw2Bx1PznzB6aY7Tir8wwM49uAApbwKMmPvADRHgUKw4ze2MnNpql"
"102","2024","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","Cádiz","2024-03-08","18:00:00","36.517532 -6.284498 0 0","36.517532","-6.284498","0.0","0.0","Plaza Asdrúbal, Cádiz","{{https://i.imgur.com/imr19p7.jpg}}","https://www.facebook.com/Coord.FeministasCadiz"
"103","2024","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","Chiclana de la Frontera","2024-03-08","18:30:00","36.420641 -6.150647 0 0","36.420641","-6.150647","0.0","0.0","Pl. de las Bodegas, Chiclana","{{https://i.imgur.com/imr19p7.jpg}}","https://www.facebook.com/Coord.FeministasCadiz"
"104","2024","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","El Puerto","2024-03-08","18:00:00","36.582667 -6.256641 0 0","36.582667","-6.256641","0.0","0.0","Glorieta de la Avenida La Libertad, El Puerto","{{https://i.imgur.com/imr19p7.jpg}}","https://www.facebook.com/Coord.FeministasCadiz"
"105","2024","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","Jerez","2024-03-08","18:00:00","36.681545 -6.138095 0 0","36.681545","-6.138095","0.0","0.0","Plaza del Arenal 18, Jerez","{{https://i.imgur.com/imr19p7.jpg}}","https://www.facebook.com/Coord.FeministasCadiz"
"106","2024","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","La Línea","2024-03-08","19:00:00","36.169406 -5.346624 0 0","36.169406","-5.346624","0.0","0.0","C. Málaga, 4 Asoc. Periañez. La Línea","{{https://i.imgur.com/imr19p7.jpg}}","https://www.facebook.com/Coord.FeministasCadiz"
"107","2024","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","San Fernando","2024-03-08","18:00:00","36.460718 -6.20042 0 0","36.460718","-6.20042","0.0","0.0","C/ Real 175","{{https://i.imgur.com/imr19p7.jpg}}","https://www.facebook.com/Coord.FeministasCadiz"
"108","2024","Colectivos Feministas Provincia de Cádiz","https://www.facebook.com/Coord.FeministasCadiz","ES","Sanlúcar","2024-03-08","18:00:00","36.785074 -6.343707 0 0","36.785074","-6.343707","0.0","0.0","Plaza del Pino, Sanlúcar","{{https://i.imgur.com/imr19p7.jpg}}","https://www.facebook.com/Coord.FeministasCadiz"
"109","2024","Comando Violeta","","ES","Cuenca","2024-03-08","18:00:00","40.06656 -2.140144 0 0","40.06656","-2.140144","0.0","0.0","Plaza de  Toros - Carreteria, Cuenca","{{https://i.imgur.com/8fWnrjC.jpg}}","https://twitter.com/ComandoVioletaC"
"110","2024","Bloque crítico feminista","","ES","Valladolid","2024-03-08","20:30:00","41.652224 -4.726423 0 0","41.652224","-4.726423","0.0","0.0","Plaza Fuente Dorada","{{https://www.instagram.com/p/C3ukzs2rL0s/?igsh=MXVhZ2xidGEzc3ZnNA==}}",""
"111","2024","Euskal Herriko Mugimendu Feminista","https://twitter.com/m8euskalherria","ES","Bilbo","2024-03-08","19:00:00","43.265329 -2.94516 0 0","43.265329","-2.94516","0.0","0.0","Jesusen Bihotzatik, Bilbo","{{https://i.imgur.com/bJcfSY3.jpg}}","https://twitter.com/M8EuskalHerria/status/1763122510021698005"
"112","2024","Euskal Herriko Mugimendu Feminista","https://twitter.com/M8EuskalHerria","ES","Gasteiz","2024-03-08","18:00:00","42.8508 -2.669729 0 0","42.8508","-2.669729","0.0","0.0","San Antonetik, Gasteiz","{{https://i.imgur.com/bJcfSY3.jpg}}","https://twitter.com/M8EuskalHerria/status/1763122510021698005"
"113","2024","Euskal Herriko Mugimendu Feminista","https://twitter.com/M8EuskalHerria","ES","Donosti","2024-03-08","18:30:00","43.315498 -1.998684 0 0","43.315498","-1.998684","0.0","0.0","Antiguoko Tunela. Kontxa Pasealekua, 20008 Donostia, Gipuzkoa","{{https://i.imgur.com/bJcfSY3.jpg}}","https://twitter.com/M8EuskalHerria/status/1763122510021698005"
"114","2024","Euskal Herriko Mugimendu Feminista","https://twitter.com/M8EuskalHerria","ES","Iruñea","2024-03-08","19:00:00","42.815782 -1.653725 0 0","42.815782","-1.653725","0.0","0.0","Antoniuttitik, Iruñea","{{https://i.imgur.com/bJcfSY3.jpg}}","https://twitter.com/M8EuskalHerria/status/1763122510021698005"
"115","2024","Euskal Herriko Mugimendu Feminista","https://twitter.com/M8EuskalHerria/status/1763122510021698005","ES","Baiona","2024-03-08","18:00:00","43.493699 -1.474922 0 0","43.493699","-1.474922","0.0","0.0","Herriko etxeko plazatik","{{https://i.imgur.com/bJcfSY3.jpg}}","https://twitter.com/M8EuskalHerria/status/1763122510021698005"
"116","2024","Plataforma 8M/25M Feminismo Unitario de Graná","","ES","Granada","2024-03-08","18:00:00","37.18267 -3.599761 0 0","37.18267","-3.599761","0.0","0.0","Pl. del Triunfo, Granada","{{https://i.imgur.com/7brQYNx.jpg}}","https://twitter.com/granadavisible/status/1761421645699309915"
"117","2024","Asamblea 8M Huesca","https://www.facebook.com/huelgafeministahuesca8M","ES","Huesca","2024-03-08","19:00:00","42.136178 -0.409105 0 0","42.136178","-0.409105","0.0","0.0","Plaza de Zaragoza, Huesca","{{https://i.imgur.com/Dqb7GIC.jpg}}","https://www.facebook.com/huelgafeministahuesca8M"
"118","2024","Movimiento Feminista de Huelva","https://www.facebook.com/HuelvaFeminista","ES","Huelva","2024-03-08","19:00:00","37.258323 -6.936042 0 0","37.258323","-6.936042","0.0","0.0","Plaza del Estadio, Huelva","{{https://i.imgur.com/0IIyaX1.jpg}}","https://www.facebook.com/events/688253379901854"
"119","2024","Plataforma Feminista 8 de Marzo Lanzarote","https://www.facebook.com/8mLanzarote","ES","Arrecife","2024-03-08","19:00:00","28.958756 -13.549929 0 0","28.958756","-13.549929","0.0","0.0","La Plazuela, Arrecife","{{https://i.imgur.com/7gm8LUK.jpg}}","https://www.facebook.com/events/2154241934919890/"
"120","2024","Casa de la Mujer","https://www.zaragoza.es/sede/portal/servicios-sociales/mujer/","ES","Zaragoza","2024-03-15","18:30:00","41.65409739472487 -0.8754797307611704 0 0","41.65409739472487","-0.8754797307611704","0.0","0.0","C/ Don Juan de Aragón, 2","{{https://www.zaragoza.es/cont/paginas/actividades/imagen/rrss_beefenverso.png}}","https://www.zaragoza.es/sede/servicio/cultura/evento/257422"
"121","2024","Casa de la Mujer","https://www.zaragoza.es/sede/portal/servicios-sociales/mujer/","ES","Zaragoza","2024-03-22","18:30:00","41.656305 -0.877839 0 0","41.656305","-0.877839","0.0","0.0","C/ Don Juan de Aragón, 2","{{https://www.zaragoza.es/cont/paginas/actividades/imagen/rrss_4mujeres40mins.png}}","https://www.zaragoza.es/sede/servicio/cultura/evento/257419"
"122","2024","Coordinadora 8M Lleida","https://www.instagram.com/coordi8mlleida","ES","Lleida","2024-03-08","19:30:00","41.620313 0.618382 0 0","41.620313","0.618382","0.0","0.0","Pl. 8 de març, Lleida","{{https://i.imgur.com/WgG6HGF.jpg}}","https://www.instagram.com/p/C3qOoc0tLd3/"
"123","2024","Plataforma Feminista de Lugo","https://twitter.com/Lugo_Feminista","ES","Lugo","2024-03-08","20:00:00","43.014462 -7.555504 0 0","43.014462","-7.555504","0.0","0.0","Ronda da Muralla, 70, 27297 Lugo","{{https://i.imgur.com/G7IwU5I.jpg}}","https://twitter.com/Lugo_Feminista/status/1762095222178083171"
"124","2024","Plataforma Feminista de Plasencia","https://www.facebook.com/profile.php?id=100063616532561","ES","Plasencia","2024-03-08","18:30:00","40.037451 -6.083825 0 0","40.037451","-6.083825","0.0","0.0","Parque De La Coronación, Plasencia","{{https://i.imgur.com/j6X1a14.jpg}}","https://www.facebook.com/events/1420139021953345/1420139025286678"
"125","2024","Movimiento Feminista de Salamanca","https://twitter.com/movfeministasa","ES","Salamanca","2024-03-08","18:00:00","40.973988 -5.657941 0 0","40.973988","-5.657941","0.0","0.0","Plaza de la Concordia, Salamanca","{{https://i.imgur.com/Oj3lkcf.jpg}}","https://twitter.com/movfeministasa/status/1763987977166897627"
"126","2024","Plataforma de Trabajadoras de la Red de Violencia de Género del Ayuntamiento de Madrid","","ES","Madrid","2024-03-08","12:00:00","40.41934 -3.693101 0 0","40.41934","-3.693101","0.0","0.0","Plaza de Cibeles, Madrid","{{https://pbs.twimg.com/media/GHxd-RoW4AAgD_2?format=jpg&name=medium}}","https://twitter.com/TrabajadorasVG"
"127","2024","Asamblea 8M Segovia","Asamblea 8M Segovia","ES","Segovia","2024-03-08","19:00:00","40.932355 -4.107544 0 0","40.932355","-4.107544","0.0","0.0","Rotonda del Pastor, Segovia","{{https://i.imgur.com/eKlCfHD.jpg}}","https://twitter.com/8msegovia/status/1763542779630592193"
"128","2024","Organización de Mujeres de Intersindical Región Murciana","https://intersindicalrm.org/om/?fbclid=IwAR1JG6RuweDJrlfEYqx6ZeHDZzuCyJdc5jrDFzlVCZv1CntcJYJVp7DwsRQ","ES","Cartagena","2024-03-08","19:00:00","37.606266 -0.991291 0 0","37.606266","-0.991291","0.0","0.0","Plaza España, Cartagena","{{https://i.imgur.com/bgfjCG6.jpg}}","https://twitter.com/OM_INTERSINDRM/status/1763546127452737746"
"129","2024","Organización de Mujeres de Intersindical Región Murciana","intersindicalrm.org/om","ES","Murcia","2024-03-08","19:00:00","37.992319 -1.130532 0 0","37.992319","-1.130532","0.0","0.0","Plaza Circular, Murcia","{{https://i.imgur.com/bgfjCG6.jpg}}","https://twitter.com/OM_INTERSINDRM/status/1763546127452737746"
"130","2024","Barakaldoko emakumeentzako aholku etxea","https://www.facebook.com/argitan.emakumeentzakoaholkuetxea","ES","Barakaldo","2024-03-08","19:00:00","43.294977 -2.988737 0 0","43.294977","-2.988737","0.0","0.0","Bide-Onera Barakaldo","{{https://i.imgur.com/ccs9cpu.jpg}}","https://twitter.com/argitan_baraka/status/1764645687403168151"
"131","2024","Back to Eco","www.backtoeco.com","ES","Barcelona","2024-03-07","15:00:00","41.389489 2.175784 0 0","41.389489","2.175784","0.0","0.0","Bruc 5, Barcelona","{{https://drive.google.com/file/d/1Goro0MyHlO29uS0b6xIypNdbxlZwjSXJ/view?usp=sharing}}","https://www.instagram.com/p/C4FzMHXqKDy/"
"132","2024","Alerta Feminista Córdoba","https://www.instagram.com/alertafeministacba/","AR","Córdoba","2024-03-08","18:00:00","-31.411185 -64.191181 0 0","-31.411185","-64.191181","0.0","0.0","Av. Colón 600","{{https://live.staticflickr.com/65535/53567682915_fd0801fde6_n.jpg}}","https://www.instagram.com/p/C38HYbaR8rz/?utm_source=ig_web_copy_link"
"133","2024","Un Baúl Azul","https://www.instagram.com/unbaulazul/","ES","Barcelona","2024-03-09","11:00:00","41.404181 2.159346 0 0","41.404181","2.159346","0.0","0.0","Carrer Torrent d’en Vidalet, 32-34","{{https://drive.google.com/file/d/14bTasV5LOOerWdwXCDBrDK757Eb4FMWh/view?usp=sharing}}","https://www.instagram.com/p/C2ek4HgKpdc/?img_index=1"
"134","2024","Assemblea 8M","https://assemblea8m.cat/","ES","Barcelona","2024-03-09","20:30:00","41.375196 2.169562 0 0","41.375196","2.169562","0.0","0.0","Paralelo 62","{{https://assemblea8m.cat/wp-content/uploads/2024/02/CARTEL-8M_2024_OK-724x1024.jpg}}","https://www.instagram.com/p/C3lFvpYq1UA/"
"135","2024","Assemblea 8m","assemblea8m.cat","ES","Barcelona","2024-03-08","18:00:00","41.399588 2.162563 0 0","41.399588","2.162563","0.0","0.0","Jardinets de Gracia","{{https://assemblea8m.cat/wp-content/uploads/2024/02/8m2024.jpg}}","https://www.instagram.com/p/C2uMtjvKAWJ/"
"136","2024","Todas a una","","ES","Santander","2024-03-10","12:00:00","43.471472 -3.800217 0 0","43.471472","-3.800217","0.0","0.0","Plaza de la ciencia, Santander","{{https://i.ibb.co/tDLpLyM/Cartel2-bicicletada-feminista-8-M-2024.jpg}}","https://www.briega.org/es/evento/bicicletada-ecofeminista-pedaleando-por-fin-patriarcado-genocidio-dom-10032024-1200"
